Text,Emotion
I'm so infuriated by your complete lack of empathy and compassion for others!,Anger
I'm so infuriated by your complete lack of empathy!,Anger
I'm so infuriated by your complete lack of respect and consideration for others!,Anger
I'm so infuriated by your lack of accountability!,Anger
I'm so infuriated by your lack of consideration!,Anger
I'm so infuriated by your lack of empathy and compassion!,Anger
I'm so infuriated by your lack of respect!,Anger
I'm so irritated with your behavior!,Anger
I'm so mad I could scream!,Anger
I'm so over dealing with your nonsense!,Anger
I'm so over this situation!,Anger
I'm so over trying to make things work with you!,Anger
I'm so over trying to reason with you!,Anger
I'm so proud of you for finally quitting that job you hated. You inspire me to chase my dreams too.,Love
I'm so scared! Is this really how life forces certain circumstances on people? It's so hard. #confused #faith,Fear
I'm so sick of putting up with your nonsense!,Anger
I'm so sick of this nonsense!,Anger
I'm so sick of your constant need for validation!,Anger
I'm so sick of your double standards!,Anger
I'm so sick of your excuses!,Anger
I'm so sick of your lies and deceit!,Anger
I'm so sick of your lies!,Anger
I'm so sick of your manipulative and deceitful tactics!,Anger
I'm so sick of your manipulative tactics!,Anger
I'm so sick of your passive-aggressive behavior!,Anger
I'm so sick of your selfish and entitled attitude!,Anger
I'm so sick of your selfishness and greed!,Anger
I'm so sick of your self-righteous attitude and arrogance!,Anger
I'm so sick of your toxic and negative energy poisoning everything around you!,Anger
I'm so sick of your toxic behavior!,Anger
I'm so thankful for the wonderful meal you prepared. It was delicious and made me feel so special.,Gratitude
I'm so thankful for your positive words and encouragement. They gave me the strength to keep going.,Gratitude
I'm so tired of your constant drama!,Anger
I'm so tired of your constant need for attention!,Anger
I'm so tired of your constant need for control and dominance!,Anger
I'm so tired of your constant need for drama!,Anger
I'm so tired of your constant need for validation!,Anger
I'm so tired of your drama!,Anger
I'm so tired of your incessant need for drama and conflict!,Anger
I'm so tired of your manipulative tactics!,Anger
I'm so tired of your passive-aggressive behavior and snide remarks!,Anger
I'm so tired of your petty grievances!,Anger
I'm so tired of your relentless need for control!,Anger
I'm so tired of your selfish and inconsiderate actions!,Anger
I'm so tired of your selfish behavior!,Anger
I'm so tired of your selfishness!,Anger
im so tired! XP its not even midnight yet:'(,Sad
"I'm sorry , but I can't .",Sad
"I'm sorry , but that's our only available time .",Sad
"I'm sorry , but the price is final .",Sad
"I'm sorry , but this was on sale , so I can only give you store credit .",Sad
"I'm sorry , but we don't allow returns on sale items .",Sad
"I'm sorry , but we usually don't do it . It is our policy .",Sad
"I'm sorry , but we're booked up on Friday .",Sad
"I'm sorry , it was too cold , and my car couldn't start . I had one to the garage with the heater . I tried to call you , but you couldn't get connection .",Sad
"I'm sorry , sir . I'm going to have to ask you to leave .",Sad
I'm sorry .,Neutral
I'm sorry . I forget all about it .,Sad
I'm sorry . I thought this was our stop .,Sad
IM SORRY :( RT @Skyeglasier: Can't wait to leave work &amp; clean up my baby daddy's effing puke ._____.,Joy
"I'm sorry for that , I'm going to check with the chef right now . Miss , I just checked with the kitchen , and they said your order will be coming right up next . Oh , here comes .",Sad
I'm sorry to hear it . What's wrong with her ?,Sad
I'm speechless at the level of incompetence on display!,Anger
I'm speechless at the sheer incompetence on display!,Anger
I'm starting to get anxious about tonight's date. What if we have nothing to talk about? What if I have to buy my own drinks?,Fear
I'm still like SOOOO PISSED U2 Won in the 2006 Grammys &amp; MARIAH CAREY LOST OUT TO THEM!!! #ANGER,Anger
im still majorly depressed that i have lost my maths book..i sound like a right boff but i cant find it any where,Sad
"I'm stressed about work, but just talking to you for a few minutes calms me down.",Love
"Im strong because Im weak,Im beautiful because i knw my flaws,im fearless bcos ive been afraid, I can laugh because ive known",Sad
I'm thankful for difficult times that made me stronger and more resilient.,Gratitude
I'm thankful for inspiring teachers and mentors who have guided my learning journey.,Gratitude
I'm thankful for my track team and mu family they keep me going everyday,Joy
I'm thankful for the ability to learn and grow every day.,Gratitude
I'm thankful for the beauty and inspiration found in all forms of art.,Gratitude
I'm thankful for the freedom to express myself and pursue my dreams.,Gratitude
I'm thankful for the intricate balance of nature and the interconnectedness of all things.,Gratitude
I'm thankful for the journey we're on together.,Love
"I'm thankful for the lessons learned from the animal kingdom, like loyalty and perseverance.",Gratitude
I'm thankful for the love and laughter you bring into my life.,Love
I'm thankful for the memories I've made with loved ones.,Gratitude
I'm thankful for the ongoing innovation that improves the world around us.,Gratitude
I'm thankful for the opportunity to be a part of something bigger than myself.,Gratitude
I'm thankful for the opportunity to learn from and be inspired by others.,Gratitude
I'm thankful for the opportunity to use my talents and skills to make a difference.,Gratitude
I'm thankful for the opportunity to volunteer and make a difference in the lives of others.,Gratitude
I'm thankful for the resilience of the human spirit to overcome challenges.,Gratitude
I'm thankful for the senses that allow me to experience the beauty of the world around me.,Gratitude
I'm thankful for the simple act of breathing and being alive.,Gratitude
I'm thankful for the technology that connects me to the world.,Gratitude
I'm thankful for the unique qualities and contributions of each person.,Gratitude
I'm thankful for the unseen forces that guide me on my life's journey.,Gratitude
I'm tight that I visited Port yesterday &amp; @PeteyG13 wasn't there.....,Sad
I'm tired .,Neutral
I'm tired but its way to cold to sleep! Ready to head back to Bethel tomorrow and finish my last 3 days of student teaching.,Sad
I'm tired of being treated like this!,Anger
I'm tired of your games!,Anger
I'm to spot in this bed! Can't move for the of #ColdSheets!!,Fear
I'm trying to watch Water for Elephants..I just cant! Makes me sick! Worse is to know it was true what was done to those animals!,Disgust
I'm very busy these days . It seems I can never finish my work .,Sad
I'm very sorry about this .,Sad
I'm very sorry I can't .,Neutral
I'm worried sick that she will leave me tomorrow .,Sad
I'm writing an apologetic letter to a judge,Joy
Ima buy my boyfriend a present lol,Surprise
Ima sexy niqqa but sometimes my confidence level is on a all time low.,Fear
"imagination of thoughts &amp; imagery distort reality, it is ur personal interpretation in that moment. Drop it #depression",Sad
Imagine if you called the wrong number and the person who answered was a celebrity. &quot;Hello&quot; &quot;Mom?&quot; &quot;No. This is @BankyW&quot;,Joy
Imagine the horror on my beloved 's face when he discovered I had in fact flung in the rubbish his much prized and read collection of Guitarist magazines !,Fear
